"","state.abb","name","government_id","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","geo_id","name_midfile","name_census","population"
"195","WA","tacoma","48202701600000",39559,2020,2088340000,253130000,203686000,0,1274381000,841000,43808000,89125000,208422000,0,44245000,878077000,47185000,49052000,254730000,84041000,1145003000,0,0,0,1229044000,"5370000","city of tacoma","tacoma city",219175
"196","MO","st louis","26209600100000",44598,2020,3262271000,1581008000,289003000,15330000,25016000,0,572126000,0,629014000,0,60410000,388882000,67537000,17758000,663607000,19951000,1117833000,0,0,0,1137784000,"2965000","city of st louis","st louis city",301574
"197","CA","san francisco","05203800100000",54175,2020,34557584000,18448410000,1668487000,23490000,202897000,0,4655538000,0,3903016000,0,332989000,4739280000,1973724000,507666000,5299296000,496383000,12023583000,0,0,0,12519966000,"0667000","city and county of san francisco","san francisco city",873959
"198","MN","st paul","24206200900000",101973,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2758000","city of st paul","st paul city",311518
"199","AZ","chandler","03200700300000",31633,2022,937633085,524676261,82806731,0,0,0,212540490,0,81921795,0,14436678,203405767,26462503,31565571,315337214,58046307,518724748,55393260,0,4451743,576771055,"0412000","city of chandler","chandler city",276010
"200","AZ","mesa","03200700800000",31634,2022,4226428000,1926166000,409619000,0,0,1135000,840814000,0,987614000,0,39149000,564475000,106310000,75257000,579490000,85004000,1240528000,0,0,0,1325532000,"0446000","city of mesa","mesa city",504300
"201","AZ","scottsdale","03200701100000",31637,2022,1533417000,887064000,214160000,0,0,0,309646000,0,831000,0,37800000,287754000,53960000,126749000,490391000,277485000,681369000,174463000,0,28203000,958854000,"0465000","city of scottsdale","scottsdale city",241339
"202","CA","irvine","05203090100000",31829,2022,202113000,0,117706000,0,0,0,36051000,0,8475000,0,18488000,106573000,85415000,16785000,186708000,2047000,393434000,0,0,0,395481000,"0636770","city of irvine","irvine city",307665
"203","CA","riverside","05203301200000",31836,2022,2363237000,1668549000,219146000,0,0,59948000,0,140293000,48770000,0,41849000,639546000,56244000,59035000,291401000,171843000,874383000,397947000,0,7667000,1046226000,"0662000","city of riverside","riverside city",315014
"204","CA","modesto","05205000200000",31888,2022,758381147,257309207,102228811,0,27208920,985000,249803716,0,29551870,0,11962073,215170683,16997072,15288882,186394207,82661652,351189192,0,0,0,433850844,"0648354","city of modesto","modesto city",218467
"205","CA","santa clarita","05201940200000",31800,2022,198521702,75762441,63054641,0,0,129277,0,432938,0,2071568,4214133,78217204,50180833,82029431,111900848,112278756,210049560,7498623,0,13402891,322328316,"0669088","city of santa clarita","santa clarita city",228679
"206","MI","detroit","23208200400000",34317,2022,6229907262,2355105376,1297607679,0,43759362,30230000,1664015640,72568602,1476914,0,101424110,811650952,369841417,20276933,1200414093,23569095,2378614300,0,0,0,2402183395,"2622000","city of detroit","detroit city",639115
"207","MO","kansas city","26204800600000",43771,2022,5913070000,4409991000,490036000,0,2388000,72043000,650718000,0,108427000,0,48441000,964837000,322451000,160510000,857076000,259493000,2045381000,0,0,0,2304874000,"2938000","city of kansas city","kansas city city",507971
"208","NC","durham","34203200100000",36706,2022,1073941784,622200678,134348630,0,40642000,0,71632896,0,161244534,0,22656034,193774243,54992989,26877764,322790783,92686723,505749056,0,0,11639108,598435779,"3719000","city of durham","durham city",283588
"209","NC","charlotte","34206000100000",36713,2022,6901313000,3877184000,683951000,0,87783000,353806000,422459000,0,351617000,19506000,90951000,1146740000,220305000,264500000,1042193000,519253000,2154485000,29947000,0,0,2673738000,"3712000","city of charlotte","charlotte city",874607
"210","NC","greensboro","34204100200000",36710,2022,1236425979,800431418,167739658,0,0,0,62478040,0,118633659,0,18377786,260401441,55925966,38581383,310140552,37772485,627276857,130885636,0,980312,665049342,"3728000","city of greensboro","greensboro city",299101
"211","NC","winston-salem","34203400200000",36708,2022,1160941196,673550586,53162489,0,7941,0,89185304,0,1459209,0,17642620,187288662,72429812,8164009,225709206,85169060,408422629,126622867,0,7059431,493591689,"3775000","city of winston-salem","winston-salem city",249562
"212","NC","raleigh","34209200800000",36728,2022,2373022529,858501168,253811684,0,0,265461101,334714867,0,0,0,33421060,429986557,122530555,75953509,447680167,263409672,812741116,0,0,0,1076150788,"3755000","city of raleigh","raleigh city",467762
"213","NM","albuquerque","32200100100000",35917,2022,2129715209,829153802,222446271,0,14663011,0,576889743,0,257870420,0,53682260,249778838,121837274,63782614,812812711,78833425,1169378012,0,0,0,1248211437,"3502000","city of albuquerque","albuquerque city",564581
"214","NV","henderson","29200200100000",35518,2022,951986142,404688219,114953208,0,0,0,69332241,0,276458484,0,49694528,225686254,31996027,205248435,362279258,287141338,538068636,91083058,0,21097176,825209974,"3231900","city of henderson","henderson city",317310
"215","NV","north las vegas","29200200300000",35520,2022,773407052,387065774,78396333,0,0,0,149081779,0,86225700,0,43614126,275884499,50815481,84066330,194613518,188381430,416998398,149055186,0,7538599,605379828,"3251800","city of north las vegas","north las vegas city",259520
"216","NV","reno","29201600100000",35523,2022,1014653647,462283185,96793065,0,8574144,0,173851338,0,133546458,0,29721593,182041843,24057072,33427552,207552878,67271735,379807610,76224743,0,0,447079345,"3260600","city of reno","reno city",264147
"217","NY","buffalo",NA,149470,2022,2397811958,325895466,692117144,0,0,0,19726695,19434271,1312274426,0,31714760,103699254,50557549,44754415,488512559,90117687,597406090,23295302,0,0,687523777,"3611000",NA,"buffalo city",278301
"218","NY","rochester","33202800800000",36037,2022,1830117000,86501000,386083000,0,14114000,118929000,18097000,24958000,1147549000,0,0,230265000,50265000,35888000,517537000,45881000,788074000,40949000,0,0,833955000,"3663000","city of rochester","rochester city",211321
"219","NY","yonkers","33206002800000",36072,2022,3847030036,714141046,256605370,0,1600000,5779845,26278719,306758536,2595913992,0,47211780,96399112,192261764,2635346,1137882712,199032778,1230146156,0,0,0,1429178934,"3684000","city of yonkers","yonkers city",211585
"220","NY","new york","33203100100000",122258,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3651000","city of new york","new york city",8804194
"221","OH","cincinnati","36203100600000",36933,2022,2670728000,1237978000,128421000,0,73234000,8606000,955536000,0,78113000,139255000,136936000,361318000,197906000,33247000,572236000,425158000,739549000,0,0,0,1164707000,"3915000","city of cincinnati","cincinnati city",309561
"222","OK","tulsa","37207201000000",37344,2022,1214772000,785125000,64654000,0,0,0,236765000,0,3211000,0,38788000,137795000,46704000,10731000,518095000,117570000,595755000,0,0,2265000,713325000,"4075000","city of tulsa","tulsa city",413123
"223","OK","oklahoma city","37205501500000",125837,2022,2377773000,1199834000,127420000,0,0,15865000,173541000,230032000,419069000,0,93593000,142983000,111767000,60847000,840268000,234278000,921587000,0,0,0,1155865000,"4055000","city of oklahoma city","oklahoma city city",681084
"224","OR","portland","38202600300000",37572,2022,8413392207,3069701267,519532981,0,58807244,0,4275718773,0,114572168,9210449,106449714,1324067844,230537110,197033920,874439576,531653367,2094425083,0,0,293221,2626078450,"4159000","city of portland","portland city",652518
"225","TX","houston","44210100800000",43770,2022,22502566000,13846016000,1614261000,0,0,397629000,2322472000,130298000,2350595000,0,570241000,2325314000,1157487000,786585000,2493926000,2196165000,4567147000,481174000,0,41047000,6763312000,"4835000","city of houston","houston city",2301572
"226","TX","plano","44204300900000",38665,2022,794523367,650152000,74594509,0,0,2460000,0,37631774,0,5690194,55282141,279799737,46287625,8093270,340450341,75194295,599436678,191403438,0,0,674630973,"4858016","city of plano","plano city",285469
"227","VA","virginia beach","47213200100000",230476,2022,2142426048,1385112973,213021020,0,0,0,260062702,0,99991906,0,47833459,340006646,213653855,11544270,1213687816,167244189,1611648398,0,0,0,1778892587,"5182000","city of virginia beach","virginia beach city",459471
"228","VA","chesapeake","47210570100000",230275,2022,1015516870,762090178,64408805,0,1319095,7036800,69545639,0,46144784,101954,28383652,151793979,168065281,22145035,622019372,82240735,881782932,0,0,0,964023667,"5116000","city of chesapeake","chesapeake city",249415
"229","TN","memphis","43207900500000",38563,2022,4889827000,2641127000,647971000,0,299356000,0,555464000,0,662704000,0,128376000,2046432000,8628000,24406000,1087851000,104307000,3063010000,0,0,0,3167317000,"4748000","city of memphis","memphis city",631539
"230","VA","norfolk","47212200100000",230389,2022,2142201352,1581708183,265062165,0,52762400,0,38108794,0,116281900,0,24940547,264872163,233841799,-4788,578455845,222543615,854621404,0,0,0,1077165019,"5157000","city of norfolk","norfolk city",238001
"231","VA","richmond","47212700100000",230420,2022,2499202932,848754194,338178896,0,0,931123400,257171812,0,24127873,0,26018898,646946329,34283740,33641369,618754280,197559747,1136065971,0,0,0,1333625718,"5167000","city of richmond","richmond city",226618
"232","NV","las vegas","29200200200000",35519,2022,1569744421,563889213,205304722,0,0,0,565585141,0,53751119,0,49788130,385923698,61112734,224157332,565819321,429222279,807790806,100579153,0,19417743,1237013085,"3240000","city of las vegas","las vegas city",644866
"233","FL","st petersburg","10205202000000",32314,2022,1372623906,781161000,120618798,0,0,83621000,21846061,63081265,261024918,0,31840000,373100409,35264222,8923497,291890364,83742366,625436126,176026971,0,0,709178492,"1263000","city of st petersburg","st petersburg city",258356
"234","TX","el paso","44207100200000",43166,2022,2658808584,1789987568,320617220,0,0,1050000,249896511,0,120299852,0,75405005,263099225,112141064,50154444,629533684,234010264,820918153,49320190,0,6907706,1054928417,"4824000","city of el paso","el paso city",678697
"235","TX","fort worth","44222001100000",38708,2022,6295537000,2083885000,455775000,0,0,121945000,2062436000,0,864008000,0,166900000,803414000,145939000,343178000,1065511000,273160000,2084882000,0,0,0,2358042000,"4827000","city of fort worth","fort worth city",918937
"236","CA","san jose",NA,101868,2022,6812578000,2525978000,613669000,0,733000,236870000,2342879000,2747000,778224000,1878000,92902000,1380016000,301400000,86541000,1318845000,270070000,2816732000,0,0,0,3086802000,"0668000",NA,"san jose city",1013221
"237","AZ","phoenix","03200701000000",31636,2022,14245771000,1150641000,1734722000,0,10087000,0,4643155000,0,178162000,76657000,175436000,2045309000,837255000,546520000,2261125000,1103249000,4586960000,0,0,0,5690209000,"0455000","city of phoenix","phoenix city",1608190
"238","AZ","tucson","03201000200000",31644,2022,3361849981,527500151,299609530,0,22282060,0,1376887466,0,187936363,0,51854178,434584257,298420411,79431381,609027958,126840553,1294623454,0,0,0,1421464007,"0477000","city of tucson","tucson city",542656
"239","CA","moreno valley","05203340100000",31838,2022,242737682,73191934,72758179,0,0,0,54897196,0,5274815,0,6610838,83851225,74406329,6948902,124694861,57496890,232404427,0,0,0,289901317,"0649270","city of moreno valley","moreno valley city",208640
"240","CA","san diego","05203701000000",44032,2022,7496904000,2529338000,825053000,0,341821000,195094000,2164171000,0,429719000,0,100273000,1740489000,478558000,147296000,1664631000,454428000,3576546000,387059000,43642000,51155000,4030974000,"0666000","city of san diego","san diego city",1386960
"241","CA","chula vista","05203700200000",31856,2022,664878438,416969453,97471659,0,0,8995027,0,160773888,27450132,0,10244609,138113506,47300700,58796673,241700662,122883399,363028142,0,0,0,485911541,"0613392","city of chula vista","chula vista city",275500
"242","CA","los angeles","05201902700000",149487,2022,51289709000,35763795000,3799884000,0,823080000,448540000,5077435000,4360069000,906744000,518993000,1060408000,11244780000,2453643000,310659000,5943845000,3397563000,16555364000,0,0,0,19952927000,"0644000","city of los angeles","los angeles city",3898767
"243","CA","santa ana","05203001600000",31826,2022,1403334770,485391226,243770826,0,9185092,20530157,498809640,0,54557539,0,30503911,177628705,128397671,32255191,319034715,109501777,547814505,0,0,0,657316282,"0669000","city of santa ana","santa ana city",310555
"244","CA","fremont","05200100500000",96340,2022,529449234,127176014,28292265,0,0,0,272252574,0,70589546,0,15544643,51018369,68667454,32883522,241328124,107713270,286184199,0,0,0,393897469,"0626000","city of fremont","fremont city",230493
"245","CA","sacramento","05203400500000",42691,2022,2743937000,1254208000,128735000,0,0,159913000,740591000,0,196805000,0,57146000,540529000,236158000,128123000,576214000,267785000,1213239000,0,0,0,1481024000,"0664000","city of sacramento","sacramento city",524924
"246","CA","fresno","05201000500000",31759,2022,1588277000,410305000,267898000,0,0,426781000,0,805653000,99760000,0,98003000,490371000,145518000,146446000,370666000,225530000,927471000,0,0,0,1153001000,"0627000","city of fresno","fresno city",542252
"247","CA","oakland","05200100900000",31740,2022,3521415000,952706000,479424000,0,0,0,1215883000,0,617469000,0,58975000,258831000,229733000,5249000,1060700000,454890000,1099623000,0,0,0,1554513000,"0653000","city of oakland","oakland city",440660
"248","CA","anaheim","05203000100000",31819,2022,3020278000,1970689000,203874000,0,23875000,0,510106000,0,107149000,0,24459000,773812000,247874000,61453000,368442000,261557000,1190024000,0,0,0,1451581000,"0602000","city of anaheim","anaheim city",346825
"249","AZ","glendale","03200700600000",44287,2022,1604194000,836539000,97002000,0,0,0,339191000,0,631000,7304000,31565000,186019000,90069000,45616000,362277000,160263000,523718000,0,0,0,683981000,"0427820","city of glendale","glendale city",248374
"250","GA","atlanta","11206000200000",42897,2022,10576224000,6733823000,543848000,0,809000,688869000,619780000,0,884365000,0,35238000,1170928000,144862000,241490000,1285319000,697426000,2145173000,0,0,0,2842599000,"1304000","city of atlanta","atlanta city",498722
"251","IA","des moines","16207700500000",71073,2022,993840693,675462214,135295458,0,6048000,4001633,42649067,0,27681903,0,0,170274064,75140443,36523478,265319885,99792531,447465339,0,0,0,547257870,"1921000","city of des moines","des moines city",214125
"252","ID","boise","13200100100000",32682,2022,472982000,182806000,130517000,0,0,0,138187000,74689000,12226000,0,9290000,242000000,44081000,41118000,195357000,61710000,460846000,0,0,0,522556000,"1608830","city of boise","boise city city",235712
"253","MA","boston","22201300100000",34032,2022,6757265000,1661956000,722188000,0,0,20286000,1080235000,0,2310198000,0,247599000,304876000,864380000,42584000,3376084000,260887000,4327037000,0,0,0,4587924000,"2507000","city of boston","boston city",675632
"254","NE","lincoln","28205500700000",35447,2022,1675570342,1171244000,183298989,0,24520000,67223000,74246000,0,28734000,0,36396000,588612058,125599187,41007693,273685627,169359618,859544947,0,0,0,1028904565,"3128000","city of lincoln","lincoln city",291105
"255","TX","lubbock","44215200200000",38693,2022,1921731747,1460851266,142484404,0,6011234,0,99473975,0,154946406,0,41646009,567872112,44212527,51581643,280129454,160667327,783128409,0,0,0,943795736,"4845000","city of lubbock","lubbock city",257157
"256","FL","tampa","10202900300000",32297,2022,2035173450,1360017637,213067690,0,22214519,88655450,139826968,0,70312514,0,71042984,557683301,128425128,89718461,376037668,79597510,1072267048,0,0,0,1151864558,"1271000","city of tampa","tampa city",384661
"257","OH","columbus","36202500300000",44337,2022,6848750000,5013682000,376549000,0,0,51090000,1099799000,0,160018000,72950000,121683000,857872000,323809000,103226000,1245673000,435298000,2095282000,0,0,0,2530580000,"3918000","city of columbus","columbus city",905839
"258","FL","miami","10201301300000",398462,2022,3111775783,440694884,228491399,0,44057648,0,1301418710,0,777314329,0,93646983,302932638,190492332,8060969,726370471,14191409,1213665001,0,0,0,1227856410,"1245000","city of miami","miami city",442260
"259","TX","laredo","44224000100000",40881,2022,1494245564,943891766,118603456,0,0,5603124,187273236,0,172161855,0,47515435,343310708,72095108,59384112,183393669,91995365,566188232,0,0,0,658183597,"4841464","city of laredo","laredo city",255212
"260","TX","garland","44205701200000",44101,2022,1864177891,1343946148,206533576,0,0,146980000,0,62295681,95156017,0,29411398,579652701,28238828,18117025,235344909,142878611,718474852,0,0,0,861353463,"4829000","city of garland","garland city",246001
"261","TX","irving","44205701600000",47012,2022,1295144867,1027142362,96059019,0,0,2458000,86682386,90987916,17063616,0,36014881,182470050,30879940,4962354,343199997,123024100,438488241,0,0,0,561512341,"4837000","city of irving","irving city",256687
"262","FL","orlando","10204800900000",148141,2022,1568238037,686759711,123244285,0,228026256,0,130635034,0,271036950,0,48229362,505210777,89748805,48959006,514511592,180245459,978184721,118459463,7969699,5556256,1158430180,"1253000","city of orlando","orlando city",307683
"263","TX","san antonio","44201501000000",38656,2022,5928044000,3663626000,582568000,0,0,0,454333000,0,811969000,0,253877000,576468000,503187000,141956000,1882279000,524963000,2578927000,0,0,0,3103890000,"4865000","city of san antonio","san antonio city",1434367
"264","CA","stockton","05203900400000",31865,2022,971707056,0,0,0,0,0,321906746,0,0,0,0,229267935,103378763,59583136,216736603,216736603,457492661,66012825,47298,7399219,674229264,"0675000","city of stockton","stockton city",320810
"265","TX","austin","44222700100000",38712,2022,16018263000,7619909000,943208000,0,0,260500000,2023188000,0,4253955000,0,181131000,3231731000,156760000,243476000,1571870000,226318000,4977519000,0,0,0,5203837000,"4805000","city of austin","austin city",961900
"266","MO","st louis","26209600100000",44598,2022,3354252000,974003000,792369000,0,18238000,0,348807000,22299000,441033000,0,49315000,408762000,89542000,16010000,718630000,178372000,1054572000,0,0,0,1232944000,"2965000","city of st louis","st louis city",301574
"267","TX","corpus christi","44217800300000",38701,2022,1955699167,1501865788,151263653,0,0,36465000,141067731,0,13937528,0,48785499,412462570,37657480,34629586,314911331,165865397,633795570,0,3308772,0,799660967,"4817000","city of corpus christi","corpus christi city",317863
"268","TX","arlington","44222000100000",31543,2022,1969829000,1639401000,130931000,0,0,0,0,119626000,143042000,0,44340000,291213000,44613000,10410000,385070000,52663000,678643000,0,0,0,731306000,"4804000","city of arlington","arlington city",394257
"269","WI","madison","50201301100000",39884,2022,1169202369,851009801,164087581,0,0,5422142,76490,147384003,69016664,0,65743716,211913957,125767943,35958407,353381558,119680403,607341462,0,0,0,727021865,"5548000","city of madison","madison city",269769
"270","TX","dallas","44205700700000",38669,2022,12395558000,5760243000,866539000,0,0,163123000,4029247000,0,221571000,0,135500000,1459862000,228428000,95922000,1875970000,867811000,2792371000,0,0,0,3660182000,"4819000","city of dallas","dallas city",1304317
"271","FL","hialeah","10201300800000",96403,2022,938926163,103663582,152072925,0,568185,15226680,213092488,5522808,360568124,0,34892565,154152361,33158637,9803601,162395856,53343999,306166456,0,0,0,359510455,"1230000","city of hialeah","hialeah city",223123
"272","CO","colorado springs","06202100200000",31999,2022,3731698820,2985946000,367653659,0,0,18888000,56124000,80045963,63978000,0,46899000,1429992400,59534723,269877654,418067473,638901971,1538570279,0,0,0,2177472250,"0816000","city of colorado springs","colorado springs city",479016
"273","CA","long beach","05201902600000",31784,2022,4933926000,1751642000,372234000,0,0,520440000,1305415000,0,4165000,0,227549000,1424821000,302832000,218260000,539629000,-1196846000,3682388000,0,0,0,2485542000,"0643000","city of long beach","long beach city",466775
"274","IN","fort wayne","15200200100000",33221,2022,1658417371,440391686,112730310,0,655166416,0,219498841,0,151689246,0,19998425,239152436,55418041,12212760,297241682,185729982,418294937,0,0,0,604024919,"1825000","city of fort wayne","fort wayne city",263914
"275","CO","aurora","06200350100000",31994,2022,1259754593,0,164693658,0,0,21903607,79207501,89943213,24874408,0,687048526,302987917,41181276,353088035,508875357,426277102,779855483,0,101158218,83728351,1206132585,"0804000","city of aurora","aurora city",386324
"276","KS","wichita","17208701400000",33468,2022,1642844484,1133851000,151871867,0,93713000,130955000,0,49328335,35568000,0,14464000,300766757,102883611,44907391,294004383,129248332,613313810,126164734,1682388,0,742562142,"2079000","city of wichita","wichita city",397547
"277","WI","milwaukee","50204100900000",39892,2022,3897051000,1395742000,520986000,0,258802000,0,380776000,0,1228831000,0,47949000,445623000,208211000,15680000,696622000,119408000,1246728000,98968,973,74,1366136000,"5553000","city of milwaukee","milwaukee city",577225
"278","IL","chicago","14201601600000",32795,2022,73965305000,26882986000,6226434000,0,450000000,1539160000,35436606000,0,1835039000,0,0,4188847000,924289000,184594000,7550396000,-510399000,13358525000,0,0,0,12848126000,"1714000","city of chicago","chicago city",2746352
"279","OH","cleveland","36201801400000",36922,2022,3610810000,2030195000,650009000,0,57898000,0,613353000,7250000,77665000,60518000,45677000,766913000,324811000,67289000,719980000,489649000,1389344000,0,0,0,1878993000,"3916000","city of cleveland","cleveland city",372632
"280","AL","huntsville","01204500100000",31569,2022,1392121153,234339534,101586047,0,0,0,195197117,0,62796537,0,33634200,133237595,13957957,19249286,461782677,116504977,511722538,0,0,0,628227515,"0137000","city of huntsville","huntsville city",215052
"281","LA","new orleans",NA,1266697,2022,2749724000,892282000,217484000,0,0,2666000,1008184000,0,137415000,0,58388000,310360000,321544000,150276000,618227000,299365000,1101042000,0,0,0,1400407000,"2255000",NA,"new orleans city",383998
"282","NE","omaha","28202800400000",35443,2022,3372148632,1123086746,207219201,0,0,29658836,975536427,0,505771438,0,90377835,364480410,208754441,117392965,528231568,286900898,931958486,0,0,0,1218859384,"3137000","city of omaha","omaha city",491743
"283","CA","san bernardino","05203601000000",31848,2022,660674289,100503830,126966481,0,0,3600000,326502961,0,0,2546218,8951607,113582059,47200989,8790977,185894306,92432185,263036146,43150124,2817456,0,355468331,"0665000","city of san bernardino","san bernardino city",222068
"284","MD","baltimore","21200400100000",33980,2022,8977765000,4518909000,1408246000,0,7995000,24252000,1284106000,12630000,102595000,0,196152000,791213000,453220000,59708000,2079211000,629776000,2753576000,0,0,0,3383352000,"2404000","city of baltimore","baltimore city",585693
"285","MN","minneapolis","24202702000000",1036390,2022,2301573000,735108000,279833000,0,0,1225000,872688000,0,48422000,0,49775000,503856000,261019000,812000,530858000,179924000,1116621000,0,0,0,1296545000,"2743000","city of minneapolis","minneapolis city",429985
"286","PA","pittsburgh","39200205600000",43862,2022,2219133011,495000664,307743484,0,0,0,924293454,0,352713530,0,24771811,71429523,114602840,26589731,563243176,112287347,663577923,0,0,0,775865270,"4261000","city of pittsburgh","pittsburgh city",302958
"287","WA","spokane","48203201000000",39566,2022,826490515,352433309,36792571,0,108446388,14598300,0,102836353,0,0,28250771,305714697,76907767,23506727,272290970,64009741,614410420,0,0,0,678420161,"5367000","city of spokane","spokane city",228978
"288","OH","toledo","36204800700000",98182,2022,1755747000,493255000,246626000,0,548089000,74912000,286965000,0,42065000,16929000,38787000,277862000,82178000,21256000,300412000,161695000,520013000,91230000,3202000,0,681708000,"3977000","city of toledo","toledo city",270880
"289","WA","seattle","48201702100000",39553,2022,9298697000,5810907000,786817000,0,0,175545000,996326000,324406000,537513000,0,141862000,2856016000,416163000,91789000,2255568000,1077595000,4541941000,0,0,0,5619536000,"5363000","city of seattle","seattle city",737018
"290","WA","tacoma","48202701600000",39559,2022,2255596000,1414476000,243345000,0,208408000,841000,39926000,248402000,227442000,0,53190000,941472000,94762000,50306000,236379000,137588000,1185331000,0,0,0,1322919000,"5370000","city of tacoma","tacoma city",219175
"291","CO","denver county","06201600100000",1266289,2022,14054059000,10325185000,1119786000,0,0,5001000,1454425000,156920000,244985000,0,209646000,1755023000,306318000,142589000,1932921000,433085000,3703766000,0,0,0,4136851000,"0820000","city and county of denver","denver city",715538
"292","FL","jacksonville","10201600300000",32292,2022,6540349000,2190849000,549157000,0,84842000,30699000,2905810000,0,274269000,0,118112000,377926000,215584000,54905000,1722354000,172635000,2198134000,89279000,1467000,0,2370769000,"1235000","city of jacksonville","jacksonville city",949616
"293","CA","san francisco","05203800100000",54175,2022,33104748000,19924927000,1860514000,0,20418000,789818000,341625000,2445792000,3679684000,0,408920000,4633485000,2730979000,291275000,5719202000,2163247000,11211694000,0,0,0,13374941000,"0667000","city and county of san francisco","san francisco city",873959
