"","state.abb","name","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","geo_id","name_midfile","sumlev","state","county","place","cousub","concit","funcstat","state.name","population"
"95","NJ","monmouth county",46288,2020,2519448708,390810000,0,0,0,19500000,435741708,0,473743040,0,0,0,0,0,670942714,33082248,637860466,0,0,0,670942714,"34025",NA,50,"34","025",NA,"00000",0,"A","New Jersey",643608
"96","NJ","ocean county",35632,2020,981487997,455251000,0,0,1824093,0,320908683,0,0,0,0,0,0,0,607245768,31447626,575798142,0,0,0,607245768,"34029",NA,50,"34","029",NA,"00000",0,"A","New Jersey",637229
"97","TX","montgomery county",38639,2020,1112577123,648766931,150264813,10674041,0,0,24066035,0,253594793,0,15389794,143370975,81513686,65784276,265488545,12055257,544102225,0,0,0,556157482,"48339",NA,50,"48","339",NA,"00000",0,"A","Texas",620451
"98","KS","johnson county",44652,2020,1383005817,967409999,84745526,1975644,14781417,0,251000703,0,23868678,0,23438999,265893122,164557904,6418693,391415902,84216440,744069181,0,0,0,828285621,"20091",NA,50,"20","091",NA,"00000",0,"A","Kansas",609864
"99","TX","williamson county",44495,2020,1352794743,1139091150,92763816,0,0,0,55619549,0,59226881,0,6093347,53133045,64303593,49873724,339921021,117889430,389341953,0,0,0,507231383,"48491",NA,50,"48","491",NA,"00000",0,"A","Texas",609010
"100","FL","brevard county",32225,2020,920994570,204664734,114651332,1880957,49105318,0,414905456,0,27264556,0,33194145,240122425,107508896,23519458,393530129,78652267,686028641,0,2320173,894278,764680908,"12009",NA,50,"12","009",NA,"00000",0,"A","Florida",606603
"101","CA","san francisco",54175,2021,36525105000,19229180000,1339611000,19820000,20914000,234967000,5614021000,0,3811347000,0,421167000,3919434000,2635598000,362827000,6188949000,521077000,12585731000,0,0,0,13106808000,"0667000","city and county of san francisco",162,"06","000","67000","00000",0,"A","California",873959
"102","FL","jacksonville",32292,2021,6696965000,2234806000,408696000,0,82538000,39003000,3107155000,0,416420000,0,133140000,298890000,100593000,54297000,1622272000,-43312000,2119364000,84202000,2606000,0,2076052000,"1235000","city of jacksonville",162,"12","000","35000","00000",0,"A","Florida",949616
"103","PA","philadelphia",42714,2021,18803884000,8484844000,2887334000,0,0,141110000,4721351000,0,2088155000,0,5984000,1454661000,2716502000,90286000,4502394000,355507000,8408336000,0,0,0,8763843000,"4260000","city of philadelphia",162,"42","000","60000","00000",0,"A","Pennsylvania",1603799
"104","IL","will county",32790,2021,NA,NA,NA,NA,NA,NA,45000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,697985
"105","CA","los angeles county",31687,2021,64141944000,3090919000,6834441000,156824000,521807000,0,17394887000,0,29368129000,0,2305374000,7429396000,14225574000,71540000,9971698000,-481735000,32179943000,1221715000,48525000,201000,31698208000,"06037",NA,50,"06","037",NA,"00000",0,"A","California",10014042
"106","IL","cook county",1035781,2021,23004219360,3217601817,1740684456,0,0,6871000,14984908546,0,2105154520,0,119196084,3715251023,563985659,161490108,2357238329,161672292,6636292827,0,0,0,6797965119,"17031",NA,50,"17","031",NA,"00000",0,"A","Illinois",5275522
"107","TX","harris county",1265423,2021,10515266381,4898632352,1035427458,0,27921034,297792000,725190179,114259,3473489714,0,47393178,830748214,734816590,342259819,2252060147,-336808572,4496693342,0,0,0,4159884770,"48201",NA,50,"48","201",NA,"00000",0,"A","Texas",4731129
"108","AZ","maricopa county",31617,2021,3153531275,0,759547144,47481302,0,0,2061212073,0,6798975,18133053,0,319377143,634413147,22051183,1942301597,355017166,2563125904,0,0,0,2918143070,"04013",NA,50,"04","013",NA,"00000",0,"A","Arizona",4420574
"109","CA","san diego county",31710,2021,7621970000,950495000,1342602000,90595000,2551000,0,4478532000,0,92006000,0,140382000,630817000,3758523000,24242000,1520365000,44375000,5889572000,0,0,0,5933947000,"06073",NA,50,"06","073",NA,"00000",0,"A","California",3298635
"110","CA","orange county",31700,2021,6559088000,625536000,993231000,33987000,384433000,37406000,3547702000,0,305411000,0,189566000,914405000,3221552000,147270000,1313414000,818879000,4777762000,0,0,0,5596641000,"06059",NA,50,"06","059",NA,"00000",0,"A","California",3186979
"111","FL","miami-dade county",69702,2021,25973866000,18977109000,1896558000,474841000,203610000,15001000,1434132000,36837000,745948000,0,872382000,4528938000,1862650000,353621000,3630758000,268067000,10107900000,0,0,0,10375967000,"12086",NA,50,"12","086",NA,"00000",0,"A","Florida",2701762
"112","TX","dallas county",38622,2021,1211575000,131558000,465875000,128752000,0,0,246648000,0,194549000,0,40447000,164341000,300933000,0,687868000,102303000,1050839000,0,0,0,1153142000,"48113",NA,50,"48","113",NA,"00000",0,"A","Texas",2611491
"113","CA","riverside county",149444,2021,8050732000,1818732000,1482611000,347660000,0,99798000,2983082000,0,187718000,0,310705000,1782174000,2741915000,30014000,1155617000,782845000,4926875000,680060000,0,559000,5709720000,"06065",NA,50,"06","065",NA,"00000",0,"A","California",2418177
"114","WA","king county",42969,2021,7316533000,5092278000,1104880000,9342000,104183000,0,105494000,0,106488000,0,208786000,2028232000,1092838000,72645000,2263138000,1316855000,4139998000,0,0,0,5456853000,"53033",NA,50,"53","033",NA,"00000",0,"A","Washington",2269667
"115","NV","clark county",82176,2021,11138242764,5618809922,795343332,1890315,0,5400000,3013888321,0,798014345,0,303480641,2091943918,790079005,307696678,2399559465,472929535,5116349531,0,0,0,5589279066,"32003",NA,50,"32","003",NA,"00000",0,"A","Nevada",2265469
"116","CA","san bernardino county",31709,2021,5537452000,303382000,696244000,2468000,0,1171000,3317265000,0,0,0,260905000,1062306000,3097389000,18887000,1298603000,462530000,5014655000,0,0,0,5477185000,"06071",NA,50,"06","071",NA,"00000",0,"A","California",2181662
"117","TX","tarrant county",38644,2021,1110277000,222602000,319710000,38000,0,0,290929000,0,213391000,0,50555000,157586000,236748000,2223000,502360000,110189000,788728000,3506000,13000,350000,898917000,"48439",NA,50,"48","439",NA,"00000",0,"A","Texas",2110608
"118","TX","bexar county",38615,2021,3218500283,2462733461,309676217,0,0,0,166644668,0,227493053,0,51261761,100879902,56866361,74057926,587655533,-59819622,879279344,0,0,0,819459722,"48029",NA,50,"48","029",NA,"00000",0,"A","Texas",2009322
"119","FL","broward county",68695,2021,6436431000,4162669000,725175000,2725000,346030000,0,571574000,0,312871000,0,143699000,1173182000,315414000,136220000,1944715000,639893000,2929638000,0,0,0,3569531000,"12011",NA,50,"12","011",NA,"00000",0,"A","Florida",1944376
"120","CA","santa clara county",31546,2021,11018099000,2498605000,2024400000,0,0,0,4769151000,0,1088627000,0,396141000,2963394000,2233088000,18602000,2154635000,-155537000,7525256000,0,0,0,7369719000,"06085",NA,50,"06","085",NA,"00000",0,"A","California",1936274
"121","MI","wayne county",40867,2021,1833822081,660880166,492542009,0,0,149157000,419609419,0,74938340,0,21797298,221766540,388881852,22529227,495947971,247601140,881524450,0,0,0,1129125590,"26163",NA,50,"26","163",NA,"00000",0,"A","Michigan",1793549
"122","CA","alameda county",149446,2021,4361821000,1255157000,780365000,595000,3306000,0,1843225000,0,92241000,0,105925000,672257000,2264699000,8252000,996042000,457591000,3483659000,0,0,0,3941250000,"06001",NA,50,"06","001",NA,"00000",0,"A","California",1682331
"123","CA","sacramento county",1267172,2021,6246742000,2061962000,741628000,22503000,0,22523000,2389783000,0,162324000,0,150025000,808263000,1531281000,41956000,1351309000,148752000,3584057000,0,0,0,3732809000,"06067",NA,50,"06","067",NA,"00000",0,"A","California",1585046
"124","NY","suffolk county",36008,2021,10612203516,1701039998,769874403,0,0,0,153186365,0,6543850000,0,1071669280,476991433,544767760,36215595,2703961912,478829327,3283107373,0,0,0,3761936700,"36103",NA,50,"36","103",NA,"00000",0,"A","New York",1525936
"125","FL","palm beach county",1266402,2021,2867589031,861355671,406205108,147869,24056229,50372911,572344587,0,435910997,0,223999139,756798294,419691602,56196970,1845339217,540903988,2537122095,0,0,0,3078026083,"12099",NA,50,"12","099",NA,"00000",0,"A","Florida",1492198
"126","FL","hillsborough county",32237,2021,2651501000,1405617000,433628000,0,0,119577000,398407000,0,140126000,0,62553000,763695000,349647000,189239000,1632688000,550952000,2384317000,0,0,0,2935269000,"12057",NA,50,"12","057",NA,"00000",0,"A","Florida",1459773
"127","FL","orange county",32251,2021,2535663033,1206791955,547868101,1521811,90401022,2885000,412121992,0,39509605,1672149,96931109,1046422651,336223192,214052505,1565004349,378950482,2782752215,0,0,0,3161702697,"12095",NA,50,"12","095",NA,"00000",0,"A","Florida",1429901
"128","NY","nassau county",43010,2021,14266585000,3754721000,914106000,74412000,0,535914000,145322000,0,6580900000,0,865455000,396588000,560147000,109640000,2654037000,268678000,3451734000,0,0,0,3720412000,"36059",NA,50,"36","059",NA,"00000",0,"A","New York",1395777
"129","OH","franklin county",196354,2021,1213345000,468805000,227954000,21181000,29259000,4151000,393456000,0,0,46762000,66892000,150177000,459983000,13291000,884522000,454271000,1053702000,9656000,3000,336000,1507973000,"39049",NA,50,"39","049",NA,"00000",0,"A","Ohio",1323800
"130","TX","travis county",38645,2021,2765955695,590396718,265688998,91874040,0,0,248672256,0,947786046,0,43864970,141115404,73999821,45934725,838423325,140800737,958672538,0,0,0,1099473275,"48453",NA,50,"48","453",NA,"00000",0,"A","Texas",1290209
"131","MN","hennepin county",1266941,2021,3292065967,1833337208,527946131,0,0,2272368,594886582,0,150763144,0,182860534,1688434159,603911682,55931772,1143642155,304701022,3187218746,327212725,5202,0,3491919768,"27053",NA,50,"27","053",NA,"00000",0,"A","Minnesota",1281568
"132","MI","oakland county",34282,2021,614314635,317716543,251799723,0,0,0,0,71914093,0,618263365,16691974,477674706,220189535,1142709,347300248,153352783,892954415,0,0,0,1046307198,"26125",NA,50,"26","125",NA,"00000",0,"A","Michigan",1274395
"133","OH","cuyahoga county",36874,2021,1740814356,717516534,100684272,260966852,14268942,0,413749034,8268140,0,49172412,35823700,194656330,634036076,23898476,910532338,701681025,1061442195,0,0,0,1763123220,"39035",NA,50,"39","035",NA,"00000",0,"A","Ohio",1264813
"134","PA","allegheny county",37703,2021,3719833153,982451683,528838388,3539737,0,0,2120359787,0,63988013,0,10699113,69159832,1546154378,21748858,456861263,-284440408,2378364739,0,0,0,2093924331,"42003",NA,50,"42","003",NA,"00000",0,"A","Pennsylvania",1250585
"135","UT","salt lake county",39288,2021,930514547,474951862,228806107,3892871,0,67496007,20326797,1426934,92332859,0,29165576,231732039,234146744,4305085,898503386,184277696,1184409558,0,0,0,1368687254,"49035",NA,50,"49","035",NA,"00000",0,"A","Utah",1185236
"136","CA","contra costa county",165557,2021,2234279000,354714000,591573000,27468000,0,821000,341498000,0,449556000,16235000,105636000,2114573000,1287575000,27158000,825473000,577751000,3677028000,0,0,0,4254779000,"06013",NA,50,"06","013",NA,"00000",0,"A","California",1165927
"137","VA","fairfax county",230306,2021,7780137025,4129649100,632101836,2992557,0,450382544,2235726340,0,16360027,0,164745333,876076760,504962481,65892345,4260931130,78917962,5628944754,0,0,0,5707862716,"51059",NA,50,"51","059",NA,"00000",0,"A","Virginia",1150305
"138","NC","wake county",36674,2021,3781363137,2686187618,267923808,26380,0,78352012,152076032,2694036,540414829,0,18469827,152274996,269842479,0,1486839697,9049525,1899907647,0,0,0,1908957172,"37183",NA,50,"37","183",NA,"00000",0,"A","North Carolina",1129393
"139","NC","mecklenburg county",36607,2021,2840113166,1798100305,382388987,435498,472104,0,194584299,1819879,401088310,0,45822100,266401828,182686620,16927351,1582740110,25852357,2022903552,0,0,0,2048755909,"37119",NA,50,"37","119",NA,"00000",0,"A","North Carolina",1115526
"140","GA","fulton county",169817,2021,3210861,1013834,139989,42208,0,0,228976,0,1710105,0,45814,220775,158934,7785,741500,63849,1065145,0,0,0,1128994,"13121",NA,50,"13","121",NA,"00000",0,"A","Georgia",1066702
"141","TX","collin county",38621,2021,724868503,580408000,132032503,0,0,0,0,15726894,0,0,9913000,61698940,114444157,4132686,275189709,86989424,368476068,0,1352,0,455465492,"48085",NA,50,"48","085",NA,"00000",0,"A","Texas",1066465
"142","MD","montgomery county",33967,2021,6795850104,3648062566,651864212,184661004,0,537139053,147199286,0,983532109,0,124386148,697793787,515622241,85255647,4189507704,653808460,4834370919,0,0,0,5488179379,"24031",NA,50,"24","031",NA,"00000",0,"A","Maryland",1062054
"143","AZ","pima county",31619,2021,2390808000,226449000,236564000,0,0,562000,869089000,0,0,5456000,393615000,277890000,237401000,49515000,730566000,100848000,1194524000,0,0,0,1295372000,"04019",NA,50,"04","019",NA,"00000",0,"A","Arizona",1043434
"144","HI","honolulu county",111562,2021,12416899000,6429851000,390083000,0,0,599917000,2919908000,0,1723506000,0,146716000,997551000,672687000,55974000,1591128000,-5826000,3323166000,10705000,2906000,0,3317340000,"15003","city and county of honolulu",50,"15","003",NA,"00000",0,"A","Hawaii",1016506
"145","CA","fresno county",31677,2021,2458099000,640102000,324987000,2705000,56000,0,1296105000,0,0,0,57949000,197979000,1214886000,0,651073000,207605000,1856333000,0,0,0,2063938000,"06019",NA,50,"06","019",NA,"00000",0,"A","California",1008650
"146","NY","westchester county",36016,2021,6416989725,1592899250,534579175,16886663,0,15252049,18684807,0,4010990120,0,53878487,263624191,765770466,12445944,1646873836,111704683,2577009754,0,0,0,2688714437,"36119",NA,50,"36","119",NA,"00000",0,"A","New York",1004445
"147","MO","st louis county",35117,2021,961302688,392975641,101822218,0,3130092,128693544,267696492,0,0,0,42213747,147282979,245448956,20601431,597380639,164621596,846092409,0,0,0,1010714005,"29189",NA,50,"29","189",NA,"00000",0,"A","Missouri",1004310
"148","IN","marion county",170616,2021,865857431,0,46559091,723017354,0,2049158,72628957,0,12698175,0,8839850,55958931,47643764,2647951,256170205,-9001737,371422588,0,0,0,362420851,"18097","city of marion",50,"18","097",NA,"00000",0,"C","Indiana",977213
"149","MD","prince georges county",189892,2021,7999883082,2741473819,587019675,93659311,0,334645898,1521298858,0,2362474000,0,88697867,418402824,266516430,10090118,2145198928,-24758516,2864966816,0,0,0,2840208300,"24033",NA,50,"24","033",NA,"00000",0,"A","Maryland",967194
"150","FL","pinellas county",32255,2021,1500671306,0,281115726,433171,0,115509521,229726672,0,717811753,0,70551389,589790485,266708974,22086056,840198374,317994970,1400788919,0,0,0,1718783889,"12103",NA,50,"12","103",NA,"00000",0,"A","Florida",959103
"151","GA","gwinnett county",198256,2021,1357118000,652697000,242852000,164151000,0,28299000,135727000,0,10373000,0,39759000,553829000,52482000,168187000,916055000,389318000,1301235000,0,0,0,1690553000,"13135",NA,50,"13","135",NA,"00000",0,"A","Georgia",957027
"152","NJ","bergen county",35609,2021,1404592548,574347000,0,0,371802,127500000,458269025,0,1266760449,0,27015266,0,0,0,802219456,28319748,773899708,0,0,0,802219456,"34003",NA,50,"34","003",NA,"00000",0,"A","New Jersey",955746
"153","NY","erie county",35982,2021,2860090000,900234000,297230000,0,0,0,1080000,0,1561629000,0,33445000,146382000,500166000,12049000,1394227000,243269000,1809555000,0,0,0,2052824000,"36029",NA,50,"36","029",NA,"00000",0,"A","New York",954244
"154","WI","milwaukee county",44624,2021,2779553000,605014000,226618000,0,0,0,512979000,32343000,1332245000,0,38800000,343277000,377280000,23050000,485736000,183404000,1045939000,0,0,0,1229343000,"55079",NA,50,"55","079",NA,"00000",0,"A","Wisconsin",939495
"155","IL","dupage county",32767,2021,379886584,117055475,129040318,0,5154533,0,78705628,104078,13474029,0,33545404,114805233,155681898,18006056,307943096,133168792,463267491,0,0,0,596436283,"17043",NA,50,"17","043",NA,"00000",0,"A","Illinois",932877
"156","TN","shelby county",1265440,2021,2008712395,1057970970,205729473,6026978,0,0,700971001,212993,0,38920000,39058269,189473432,128107540,5731778,949098436,60927850,1211483336,0,0,0,1272411186,"47157",NA,50,"47","157",NA,"00000",0,"A","Tennessee",929722
"157","WA","pierce county",42923,2021,764732000,375772000,165642000,0,57033000,0,18247000,0,91356000,0,29447000,255326000,264182000,28054000,450680000,217744000,780498000,0,0,0,998242000,"53053",NA,50,"53","053",NA,"00000",0,"A","Washington",921137
"158","CA","kern county",146252,2021,2863851000,200643000,246475000,24424000,12048000,0,1984698000,0,18400000,0,90470000,469284000,1163991000,12379000,468544000,324737000,1789461000,0,0,0,2114198000,"06029",NA,50,"06","029",NA,"00000",0,"A","California",909244
"159","TX","denton county",44488,2021,945517302,584891179,131038984,0,0,35685000,63577282,0,120611720,0,9713137,27571295,96515418,5908490,252876541,83567597,299304147,0,0,0,382871744,"48121",NA,50,"48","121",NA,"00000",0,"A","Texas",906405
"160","MI","macomb county",34275,2021,630844191,243625000,313348245,0,461726,0,0,235350995,45432527,28327976,17678788,301924490,138951239,112126336,259046747,248948798,563100014,0,0,0,812048812,"26099",NA,50,"26","099",NA,"00000",0,"A","Michigan",881219
"161","TX","hidalgo county",197572,2021,792412703,418172716,224338745,3829881,0,122262,72709939,0,54140220,0,12840273,46189047,291639030,1335187,255914717,54514880,540563101,0,0,0,595077981,"48215",NA,50,"48","215",NA,"00000",0,"A","Texas",870796
"162","TX","el paso county",38624,2021,538404124,151536546,125013246,322458,8337290,0,152970622,0,58857250,0,34725434,57228823,63704775,26592,299416293,26376552,393999931,0,0,0,420376483,"48141",NA,50,"48","141",NA,"00000",0,"A","Texas",865655
"163","NJ","middlesex county",1036493,2021,472616402,187980000,0,0,31289968,26478000,270978925,0,1231405298,0,11561362,0,0,0,693353152,10729038,682624114,0,0,0,693353152,"34023",NA,50,"34","023",NA,"00000",0,"A","New Jersey",863183
"164","NJ","essex county",43829,2021,853905018,174407500,0,14098,6631035,26550000,0,0,0,0,0,0,0,0,985000215,50084610,934915605,0,0,0,985000215,"34013",NA,50,"34","013",NA,"00000",0,"A","New Jersey",862782
"165","PA","montgomery county",164478,2021,859012113,514376111,237244444,0,28080000,0,53257603,0,0,0,15328955,85980906,592207557,7486040,259045147,57866707,886852943,0,0,0,944719650,"42091",NA,50,"42","091",NA,"00000",0,"A","Pennsylvania",856559
"166","MD","baltimore county",189872,2021,9130642000,4345777000,431079000,146155000,4375000,0,2019377000,0,1937925000,0,87956000,674244000,350670000,82948000,2282632000,-100488000,3490982000,0,0,0,3390494000,"24005",NA,50,"24","005",NA,"00000",0,"A","Maryland",854554
"167","CA","ventura county",149441,2021,2202431000,0,0,0,0,0,0,0,161305000,0,0,930189000,832924000,28812000,656494000,130695000,2317724000,622287000,48585000,7745000,2448419000,"06111",NA,50,"06","111",NA,"00000",0,"A","California",843843
"168","OH","hamilton county",36884,2021,2164060000,1086534000,333244000,7405000,374516000,0,239988000,3564000,0,59749000,60701000,451264000,308652000,4536000,697059000,444695000,1016816000,0,0,0,1461511000,"39061",NA,50,"39","061",NA,"00000",0,"A","Ohio",830625
"169","WA","snohomish county",39536,2021,654806038,371229156,185816843,0,7544408,0,15321883,203745902,4651634,0,0,305600095,193424909,98026110,361182164,250920714,707312564,0,0,0,958233278,"53061",NA,50,"53","061",NA,"00000",0,"A","Washington",827947
"170","TX","fort bend county",38625,2021,1661443258,633738483,168264845,428478,0,24842978,78846469,0,634919158,0,13151666,72614032,174631816,553025285,366294440,500885850,665679723,0,0,0,1166565573,"48157",NA,50,"48","157",NA,"00000",0,"A","Texas",822779
"171","OR","multnomah county",103191,2021,1929819000,743086000,288051000,1116000,5644000,0,728099000,0,126633000,24425000,36797000,305617000,755911000,8576000,617386000,-39014000,1726504000,0,0,0,1687490000,"41051",NA,50,"41","051",NA,"00000",0,"A","Oregon",815429
"172","OK","oklahoma county",159854,2021,442422773,16519324,91819061,9223921,0,0,9502733,0,308520735,0,6751498,31447570,15998846,19426085,96539530,-24598467,188010498,0,0,0,163412031,"40109",NA,50,"40","109",NA,"00000",0,"A","Oklahoma",796567
"173","KY","jefferson county",115965,2021,2477366174,490768000,104708561,20066000,13000000,0,1209969000,0,371956000,0,24021000,89620033,234866075,13782672,821667355,61134816,1098801319,0,0,0,1159936135,"21111","metro government of louisville-jefferson county",50,"21","111",NA,"00000",0,"C","Kentucky",782956
"174","CA","san joaquin county",31712,2021,2216013213,7694000,287495573,13528000,0,1182000,1573255627,0,103570248,0,46491000,575358722,1017423156,13606658,402355057,255750627,1752992966,0,0,0,2008743593,"06077",NA,50,"06","077",NA,"00000",0,"A","California",779227
"175","GA","cobb county",1266590,2021,1595747561,538651429,188056148,2787073,0,98248079,557302031,0,154309832,0,35437156,356104880,118167024,72050916,727438022,188366230,1085394612,0,0,0,1273760842,"13067",NA,50,"13","067",NA,"00000",0,"A","Georgia",766160
"176","CA","san mateo county",31714,2021,2309401000,708620000,553553000,0,0,2135000,831037000,0,58418000,0,94613000,716033000,792087000,3211000,953378000,287384000,2177325000,0,0,0,2464709000,"06081",NA,50,"06","081",NA,"00000",0,"A","California",764432
"177","GA","dekalb county",32445,2021,2745535000,878306000,307546000,0,101512000,6854000,717694000,0,609092000,0,42898000,446826000,101888000,28180000,712545000,228523000,1060916000,0,0,0,1289439000,"13089",NA,50,"13","089",NA,"00000",0,"A","Georgia",764386
"178","FL","lee county",32242,2021,1971942000,691744000,252454000,8026000,0,99432000,185941000,0,652769000,0,33840000,536377000,166297000,139437000,629626000,221042000,1250695000,0,0,0,1471737000,"12071",NA,50,"12","071",NA,"00000",0,"A","Florida",760820
"179","NY","monroe county",43310,2021,1756290000,818181000,358055000,2367000,0,0,1546000,0,526739000,0,37002000,592820000,99776000,28579000,1078462000,122346000,1677291000,0,0,0,1799637000,"36055",NA,50,"36","055",NA,"00000",0,"A","New York",759444
"180","CO","el paso county",31965,2021,561363272,0,99419728,2012880,0,0,157726231,0,177433869,0,17618634,50356624,142076553,55214335,220553122,56660987,411539647,0,0,0,468200634,"08041",NA,50,"08","041",NA,"00000",0,"A","Colorado",730402
"181","MA","norfolk county",116575,2021,99094039,15505000,9431880,37642,0,0,26064827,0,47116906,0,844000,13812321,7530374,144108,17269505,474314,38281994,0,0,0,38756308,"25021",NA,50,"25","021",NA,"00000",0,"A","Massachusetts",725999
"182","FL","polk county",32256,2021,990797933,232261524,228272310,0,0,80752000,155096480,0,186387615,0,19533070,356644446,59038691,39383931,564556489,242873390,776750167,0,0,0,1019623557,"12105",NA,50,"12","105",NA,"00000",0,"A","Florida",725041
"183","NJ","hudson county",35620,2021,1045804848,436771000,0,0,1904130,0,389915210,0,676531494,0,34531505,0,0,0,744380324,30642573,713737751,0,0,0,744380324,"34017",NA,50,"34","017",NA,"00000",0,"A","New Jersey",724857
"184","MO","jackson county",35114,2021,515860591,372339385,111293420,210023,0,0,720855,0,5721309,0,8042625,60411305,73173958,1606633,213745208,39222500,309714604,0,0,0,348937104,"29095",NA,50,"29","095",NA,"00000",0,"A","Missouri",717206
"185","TN","davidson county",168934,2021,10003910908,4797639087,472531760,0,20582263,250200000,48089719,0,4302183871,0,94416402,578667733,710253944,98268924,2281559251,616277902,3052471950,0,0,0,3668749852,"47037","metropolitan government of nashville-davidson county",50,"47","037",NA,"00000",0,"C","Tennessee",715875
"186","CO","denver county",1266289,2021,12287597000,8407267000,926765000,404036000,0,5031000,1764486000,65973000,253829000,0,178399000,1467523000,411790000,147118000,2101906000,420338000,3707999000,0,0,0,4128337000,"08031","city and county of denver",50,"08","031",NA,"00000",0,"C","Colorado",715538
"187","IL","lake county",1036299,2021,389533644,198971379,134600460,0,0,0,0,39077298,18696673,0,21258332,91701822,131921804,40129185,277510419,104549507,436713723,0,0,0,541263230,"17097",NA,50,"17","097",NA,"00000",0,"A","Illinois",714351
"188","NM","bernalillo county",35908,2021,940238572,254690663,141339086,0,0,0,378957607,0,120642605,0,44608611,28584536,68832714,22836131,422517182,102398144,440372419,0,0,0,542770563,"35001",NA,50,"35","001",NA,"00000",0,"A","New Mexico",676438
"189","AL","jefferson county",1265667,2021,2988585557,29584998,199430718,0,0,0,0,121961328,115072977,0,24958157,291402059,74099034,11557965,425249347,-5655710,807964115,0,0,0,802308405,"01073",NA,50,"01","073",NA,"00000",0,"A","Alabama",674355
"190","OK","tulsa county",37333,2021,278870421,95873271,17493788,1171857,0,554879,138553911,0,0,0,6589102,32672644,105353967,287064,156299262,-23728917,318341854,0,0,0,294612937,"40143",NA,50,"40","143",NA,"00000",0,"A","Oklahoma",669272
"191","UT","utah county",39292,2021,339808840,216651196,96572119,2176655,0,0,9825653,416277,8226676,0,6356541,54609855,62856505,0,279658505,105495876,291628989,0,0,0,397124865,"49049",NA,50,"49","049",NA,"00000",0,"A","Utah",659392
