"","state.abb","name","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","geo_id","name_midfile","sumlev","state","county","place","cousub","concit","funcstat","state.name","population"
"192","MI","kent county",34271,2021,327844737,133421875,110727743,0,0,19900000,0,0,19822380,0,10059586,113469328,117116569,5205906,188607182,71616377,352782608,0,0,0,424398985,"26081",NA,50,"26","081",NA,"00000",0,"A","Michigan",657984
"193","CO","arapahoe county",31951,2021,490947745,126507164,114619921,11971899,0,1365582,207654520,0,0,0,19016823,75826450,110024982,4007612,228479790,4368697,413970137,0,0,0,418338834,"08005",NA,50,"08","005",NA,"00000",0,"A","Colorado",655058
"194","PA","bucks county",37704,2021,555602123,228698607,251910003,55046854,0,0,0,35668309,0,0,16409558,70257558,379420291,1548527,211043075,32982707,629286744,0,0,0,662269451,"42017",NA,50,"42","017",NA,"00000",0,"A","Pennsylvania",646526
"195","NJ","monmouth county",46288,2021,2779125286,441655000,0,0,0,18820000,435741708,0,421395689,0,0,0,0,0,736129122,49542666,686586456,0,0,0,736129122,"34025",NA,50,"34","025",NA,"00000",0,"A","New Jersey",643608
"196","NJ","ocean county",35632,2021,1011704677,444286000,0,0,1632184,0,320908683,0,0,0,0,0,0,0,553770430,38983378,514787052,0,0,0,553770430,"34029",NA,50,"34","029",NA,"00000",0,"A","New Jersey",637229
"197","TX","montgomery county",38639,2021,1194773412,623828019,173885862,10459863,0,0,49048682,0,311015175,0,14091141,116686895,97333400,59882215,271574684,14078197,531398997,11432092,436713,0,545477194,"48339",NA,50,"48","339",NA,"00000",0,"A","Texas",620451
"198","KS","johnson county",44652,2021,1372065338,954208097,156204744,791345,13307915,0,181941520,0,25212996,0,22963400,270783406,81147031,7106780,410314016,51689569,717661664,0,0,0,769351233,"20091",NA,50,"20","091",NA,"00000",0,"A","Kansas",609864
"199","TX","williamson county",44495,2021,1502964941,1245461196,132579328,0,0,0,58153888,0,61086970,0,5683559,59559176,53433019,36176049,359786481,142828292,366126433,0,0,0,508954725,"48491",NA,50,"48","491",NA,"00000",0,"A","Texas",609010
"200","FL","brevard county",32225,2021,655160577,184118795,142693690,1983700,49593684,0,127428928,0,27571556,0,34509849,274529172,98992248,22708984,411498650,156450831,651278223,0,1177562,1009639,807729054,"12009",NA,50,"12","009",NA,"00000",0,"A","Florida",606603
"201","FL","jacksonville",32292,2022,6540349000,2190849000,549157000,0,84842000,30699000,2905810000,0,274269000,0,118112000,377926000,215584000,54905000,1722354000,172635000,2198134000,89279000,1467000,0,2370769000,"1235000","city of jacksonville",162,"12","000","35000","00000",0,"A","Florida",949616
"202","CA","san francisco",54175,2022,33104748000,19924927000,1860514000,0,20418000,789818000,341625000,2445792000,3679684000,0,408920000,4633485000,2730979000,291275000,5719202000,2163247000,11211694000,0,0,0,13374941000,"0667000","city and county of san francisco",162,"06","000","67000","00000",0,"A","California",873959
"203","PA","philadelphia",0,2022,NA,NA,NA,NA,NA,NA,5386419000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1603799
"204","WI","milwaukee county",0,2022,NA,NA,NA,NA,NA,NA,330849000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939495
"205","FL","brevard county",32225,2022,889310802,167267535,167940712,0,47578302,0,341923924,0,28940840,0,34106096,298507212,81956459,34609490,417477077,139422484,693127754,0,359075,1131132,832550238,"12009",NA,50,"12","009",NA,"00000",0,"A","Florida",606603
"206","TX","williamson county",44495,2022,1478698412,1236832245,180096199,0,0,0,0,15236030,55615361,0,5912067,66871959,56632343,137008334,388068277,242825076,405755837,0,0,0,648580913,"48491",NA,50,"48","491",NA,"00000",0,"A","Texas",609010
"207","KS","johnson county",44652,2022,1379346992,888877400,135508112,0,11793992,0,294761994,0,20223892,0,24882832,307594578,141928322,11272983,426834047,167285114,720344816,0,0,0,887629930,"20091",NA,50,"20","091",NA,"00000",0,"A","Kansas",609864
"208","TX","montgomery county",38639,2022,1064840923,598127223,199379542,0,0,0,0,47475152,224199623,0,13708766,140147110,55811289,62534969,275370171,14081029,519782510,14899513,118863,0,533863539,"48339",NA,50,"48","339",NA,"00000",0,"A","Texas",620451
"209","NJ","ocean county",35632,2022,1068262683,459498816,0,0,1435276,0,302916834,0,444927592,0,2477602,0,0,0,584612193,36762756,547849437,0,0,0,584612193,"34029",NA,50,"34","029",NA,"00000",0,"A","New Jersey",637229
"210","NJ","monmouth county",46288,2022,1154066548,466299969,0,0,0,2655000,355645556,0,332633236,0,5399927,0,0,0,633695620,38062228,595633392,0,0,0,633695620,"34025",NA,50,"34","025",NA,"00000",0,"A","New Jersey",643608
"211","CO","arapahoe county",31951,2022,481994275,122888741,136110648,0,0,0,181684482,0,0,0,20023893,71917179,167284219,2509153,243708100,44457894,440960757,11631055,5202088,0,485418651,"08005",NA,50,"08","005",NA,"00000",0,"A","Colorado",655058
"212","MI","kent county",34271,2022,516826360,116744244,173721069,0,0,17200000,130987955,0,22376361,0,10199303,119260499,85283556,1509590,211895626,3837838,414111433,0,0,0,417949271,"26081",NA,50,"26","081",NA,"00000",0,"A","Michigan",657984
"213","UT","utah county",39292,2022,349027567,204559869,128632167,0,0,0,0,28151124,6543375,0,7055612,48291360,73487346,0,322886413,98185276,346479843,0,0,0,444665119,"49049",NA,50,"49","049",NA,"00000",0,"A","Utah",659392
"214","AL","jefferson county",1265667,2022,3160364524,28381048,260293013,0,0,0,0,265102822,117668334,0,26210958,326296880,60054634,10674567,401773569,-20602732,819402382,0,0,0,798799650,"01073",NA,50,"01","073",NA,"00000",0,"A","Alabama",674355
"215","NM","bernalillo county",35908,2022,806023552,227147734,204159486,0,0,0,234892180,0,95808405,0,43040640,31175190,38911775,41392415,448128831,90316699,469291512,8822484,0,0,559608211,"35001",NA,50,"35","001",NA,"00000",0,"A","New Mexico",676438
"216","IL","will county",32790,2022,656302779,376229233,181140231,0,0,0,3257375,51426809,50988576,0,28296737,78209173,140948712,14402392,216480084,146785608,303254753,0,0,0,450040361,"17197",NA,50,"17","197",NA,"00000",0,"A","Illinois",696362
"217","IL","lake county",1036299,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17097",NA,50,"17","097",NA,"00000",0,"A","Illinois",714351
"218","CO","denver county",1266289,2022,14054059000,10325185000,1119786000,0,0,5001000,1454425000,156920000,244985000,0,209646000,1755023000,306318000,142589000,1932921000,433085000,3703766000,0,0,0,4136851000,"08031","city and county of denver",50,"08","031",NA,"00000",0,"C","Colorado",715538
"219","TN","davidson county",168934,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"47037","metropolitan government of nashville-davidson county",50,"47","037",NA,"00000",0,"C","Tennessee",715875
"220","MO","jackson county",35114,2022,551730468,341488931,137339385,0,0,0,44377642,0,4547369,0,8393100,67642973,73939386,12629993,237711661,65719976,326204037,0,0,0,391924013,"29095",NA,50,"29","095",NA,"00000",0,"A","Missouri",717206
"221","NJ","hudson county",35620,2022,1055534451,416510000,0,0,1675449,0,354321731,0,672080872,0,34627423,0,0,0,735647146,45802974,689844172,0,0,0,735647146,"34017",NA,50,"34","017",NA,"00000",0,"A","New Jersey",724857
"222","FL","polk county",32256,2022,1348579114,223600031,315279229,0,0,72319903,418623364,0,208784936,0,19215262,387647333,12021396,53165033,542277199,120122546,874988415,0,0,0,995110961,"12105",NA,50,"12","105",NA,"00000",0,"A","Florida",725041
"223","CO","el paso county",31965,2022,612505377,0,141220141,0,0,1017524,219998638,0,129120022,0,16405138,42717839,149051898,48823129,232651636,49003131,424241371,0,0,0,473244502,"08041",NA,50,"08","041",NA,"00000",0,"A","Colorado",730402
"224","NY","monroe county",43310,2022,1764413000,795103000,451053000,0,0,6000000,194000,90821000,421149000,0,0,561210000,111178000,31058000,1147354000,181763000,1669037000,0,0,0,1850800000,"36055",NA,50,"36","055",NA,"00000",0,"A","New York",759444
"225","FL","lee county",32242,2022,2617928000,1000029000,347604000,0,0,74806000,491165000,0,590557000,0,39356000,598252000,134637000,165443000,632973000,165732000,1365573000,0,0,0,1531305000,"12071",NA,50,"12","071",NA,"00000",0,"A","Florida",760820
"226","GA","dekalb county",32445,2022,3321579000,1099517000,352782000,0,136037000,8978000,1170291000,0,421340000,0,40669000,460014000,97389000,35590000,790114000,174421000,1208686000,0,0,0,1383107000,"13089",NA,50,"13","089",NA,"00000",0,"A","Georgia",764386
"227","CA","san mateo county",31714,2022,1672083000,677050000,657660000,0,0,2059000,99609000,0,547000,14790000,88583000,766009000,793302000,4294000,923047000,501262000,1985390000,0,0,0,2486652000,"06081",NA,50,"06","081",NA,"00000",0,"A","California",764432
"228","GA","cobb county",1266590,2022,1931904436,500817202,284774704,0,0,87618426,785875583,0,213167041,0,36930954,384930323,72048696,63230708,807628078,131942931,1195894874,0,0,0,1327837805,"13067",NA,50,"13","067",NA,"00000",0,"A","Georgia",766160
"229","CA","san joaquin county",31712,2022,1882102114,7481000,367241962,0,0,1085000,1137961048,0,81333690,0,45837000,605990843,1046653596,15941442,403435651,329300520,1742721012,0,0,0,2072021532,"06077",NA,50,"06","077",NA,"00000",0,"A","California",779227
"230","KY","jefferson county",115965,2022,2400797800,679255000,94866508,0,0,0,1029232000,0,310565000,0,25742000,100202530,353350410,13163712,795518146,191512820,1070721978,0,0,0,1262234798,"21111","metro government of louisville-jefferson county",50,"21","111",NA,"00000",0,"C","Kentucky",782956
"231","OR","multnomah county",103191,2022,1620060000,673527000,345769000,0,2658000,0,396720000,0,123162000,8991000,36118000,380201000,876126000,11357000,907094000,409086000,1765692000,162248000,0,1983000,2174778000,"41051",NA,50,"41","051",NA,"00000",0,"A","Oregon",815429
"232","TX","fort bend county",38625,2022,1483281134,676392228,158164995,0,0,14093978,0,32298711,495366734,0,12505887,59812421,133869090,282338555,397491002,251374735,622136333,0,0,0,873511068,"48157",NA,50,"48","157",NA,"00000",0,"A","Texas",822779
"233","WA","snohomish county",39536,2022,767026252,435102948,233167166,0,6015965,0,34425940,0,3574222,82806194,0,282974796,194916304,73908094,380175275,124246502,807727967,0,0,0,931974469,"53061",NA,50,"53","061",NA,"00000",0,"A","Washington",827947
"234","OH","hamilton county",36884,2022,2119322000,1308136000,301302000,0,6099000,0,428421000,5156000,0,79527000,64828000,476685000,307670000,6388000,681317000,277295000,1194765000,0,0,0,1472060000,"39061",NA,50,"39","061",NA,"00000",0,"A","Ohio",830625
"235","CA","ventura county",149441,2022,1596782000,308395000,562232000,0,10608000,133901000,15480000,489891000,161283000,3499000,111223000,949208000,856775000,62995000,652555000,531651000,1989882000,652376000,21269000,19445000,2521533000,"06111",NA,50,"06","111",NA,"00000",0,"A","California",843843
"236","MD","baltimore county",189872,2022,8925251000,4223176000,453369000,0,0,150000000,1592201000,0,1993525000,0,90844000,765298000,298436000,64096000,2476651000,217999000,3386482000,0,0,0,3604481000,"24005",NA,50,"24","005",NA,"00000",0,"A","Maryland",854554
"237","NJ","essex county",43829,2022,704267831,704267831,0,0,5074423,0,0,0,0,0,0,0,0,0,980178939,40050749,940128190,0,0,0,980178939,"34013",NA,50,"34","013",NA,"00000",0,"A","New Jersey",862782
"238","NJ","middlesex county",1036493,2022,818946554,169115000,0,0,22507762,16478000,282723628,0,864329337,0,24277918,0,0,0,691143942,12608724,678535218,0,0,0,691143942,"34023",NA,50,"34","023",NA,"00000",0,"A","New Jersey",863183
"239","TX","el paso county",38624,2022,469658879,157133142,178298235,0,7807181,20117830,850554,3519952,61501898,0,36531938,64817165,92331395,0,316481417,62931156,410698821,0,0,0,473629977,"48141",NA,50,"48","141",NA,"00000",0,"A","Texas",865655
"240","MI","macomb county",34275,2022,797411925,226060000,414588393,0,390968,0,29807879,0,95649498,16223318,19021989,397642539,155416504,163074153,189653780,200688247,705098729,0,0,0,905786976,"26099",NA,50,"26","099",NA,"00000",0,"A","Michigan",881219
"241","TX","denton county",44488,2022,942504194,604182884,196556722,0,0,0,0,7850277,131981180,0,9783408,35848052,59238738,1442572,285557326,48595254,333491434,0,0,0,382086688,"48121",NA,50,"48","121",NA,"00000",0,"A","Texas",906405
"242","CA","kern county",146252,2022,2458533000,168320000,272558000,0,87706000,0,1401786000,0,66568000,0,85316000,463626000,1221031000,10554000,460529000,395134000,1760606000,0,0,0,2155740000,"06029",NA,50,"06","029",NA,"00000",0,"A","California",909244
"243","WA","pierce county",42923,2022,786234000,350637000,205463000,0,0,0,41010000,96510000,65840000,0,29352000,267827000,246977000,70166000,480115000,238222000,826863000,0,0,0,1065085000,"53053",NA,50,"53","053",NA,"00000",0,"A","Washington",921137
"244","TN","shelby county",1265440,2022,1686087369,907043945,240880271,0,35577427,3638482,458893000,0,0,119734000,30578102,194256018,218367135,533183,986727071,139012202,1260871205,32630865,45229033,82979,1399883407,"47157",NA,50,"47","157",NA,"00000",0,"A","Tennessee",929722
"245","IL","dupage county",32767,2022,371780219,101469801,183587599,0,10627910,0,25119861,89773577,14480279,0,31534858,101501053,112668536,24408028,340390996,142469911,436498702,0,0,0,578968613,"17043",NA,50,"17","043",NA,"00000",0,"A","Illinois",932877
"246","NY","erie county",35982,2022,2719801000,874154000,413110000,0,0,0,1791000,90761000,1319702000,0,33860000,150457000,594274000,12814000,1460931000,269759000,1948717000,0,0,0,2218476000,"36029",NA,50,"36","029",NA,"00000",0,"A","New York",954244
"247","GA","gwinnett county",198256,2022,1752172000,582316000,336653000,0,0,25152000,442861000,0,29686000,0,43128000,581341000,58746000,179062000,1066541000,352546000,1533144000,0,0,0,1885690000,"13135",NA,50,"13","135",NA,"00000",0,"A","Georgia",957027
"248","FL","pinellas county",32255,2022,1726476142,0,344121316,0,0,98786081,574430889,0,515479700,0,70182803,596206552,204193456,13130096,915713693,336231212,1393012585,0,0,0,1729243797,"12103",NA,50,"12","103",NA,"00000",0,"A","Florida",959103
"249","MD","prince georges county",189892,2022,8126355662,2836029680,675694431,0,0,323775504,2011969036,0,1827234000,0,93049767,476143640,210626069,14478263,2258241386,17626096,2941863262,0,0,0,2959489358,"24033",NA,50,"24","033",NA,"00000",0,"A","Maryland",967194
"250","IN","marion county",170616,2022,933540322,0,47022055,0,0,1402139,156364982,0,10649537,0,9086003,55301510,100988137,6045438,291092312,54903657,398523740,0,0,0,453427397,"18097","city of marion",50,"18","097",NA,"00000",0,"C","Indiana",977213
"251","MO","st louis county",35117,2022,1165789621,714591157,153407695,0,2046462,0,223749888,0,0,0,47455784,163963097,135196414,8953145,802545571,251689682,858968545,0,0,0,1110658227,"29189",NA,50,"29","189",NA,"00000",0,"A","Missouri",1004310
"252","NY","westchester county",36016,2022,5455855819,1698485776,594949644,0,0,0,5961597,120896268,2765190616,0,53962519,230960671,838541576,84836458,1743602283,457298105,2440642883,0,0,0,2897940988,"36119",NA,50,"36","119",NA,"00000",0,"A","New York",1004445
"253","CA","fresno county",31677,2022,1863307000,608746000,367406000,0,4663000,0,436078000,0,0,0,57333000,152299000,1237950000,39000,664046000,240047000,1814287000,0,0,0,2054334000,"06019",NA,50,"06","019",NA,"00000",0,"A","California",1008650
"254","HI","honolulu county",111562,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15003","city and county of honolulu",50,"15","003",NA,"00000",0,"A","Hawaii",1016506
"255","AZ","pima county",31619,2022,2225697000,169692000,366670000,0,0,0,656632000,0,0,19452000,47073000,278088000,234010000,71267000,766414000,123647000,1226132000,0,0,0,1349779000,"04019",NA,50,"04","019",NA,"00000",0,"A","Arizona",1043434
"256","MD","montgomery county",33967,2022,6546685167,3833929136,693995164,0,0,357774434,57114416,0,819410047,0,130687248,765051017,432151485,42217275,4354048286,864219904,4729248159,0,0,0,5593468063,"24031",NA,50,"24","031",NA,"00000",0,"A","Maryland",1062054
"257","TX","collin county",38621,2022,839611375,596570712,229874351,0,0,0,0,126559762,0,0,10535141,61871141,28359680,10355389,280235510,81755023,299066697,0,0,0,380821720,"48085",NA,50,"48","085",NA,"00000",0,"A","Texas",1066465
"258","NC","mecklenburg county",36607,2022,2646851948,1479769764,416986855,0,0,0,96878331,1464707,445605480,0,43650825,371232274,232632735,846937,1646411470,82427495,2168695921,0,0,0,2251123416,"37119",NA,50,"37","119",NA,"00000",0,"A","North Carolina",1115526
"259","NC","wake county",36674,2022,3954860060,2710150747,343675750,0,0,107773717,87388204,2291248,582455375,0,19194635,289199137,109695325,0,1592974687,59476558,1932392591,0,0,0,1991869149,"37183",NA,50,"37","183",NA,"00000",0,"A","North Carolina",1129393
"260","VA","fairfax county",230306,2022,7064284286,4079108332,695168747,0,570264624,3217324,1298126521,0,0,39502513,168396166,905743830,522275034,41076999,4336835633,450772404,5355159092,0,0,0,5805931496,"51059",NA,50,"51","059",NA,"00000",0,"A","Virginia",1150305
"261","CA","contra costa county",165557,2022,2304983000,262367000,852991000,0,0,8444000,0,179943000,428767000,21000000,30648000,2177088000,1217796000,36180000,834193000,712537000,3552720000,0,0,0,4265257000,"06013",NA,50,"06","013",NA,"00000",0,"A","California",1165927
"262","UT","salt lake county",39288,2022,901158680,410389912,291835637,0,0,63969184,0,93065740,89452848,0,29204738,269445495,268043220,55466,978191456,226275569,1289460068,0,0,0,1515735637,"49035",NA,50,"49","035",NA,"00000",0,"A","Utah",1185236
"263","PA","allegheny county",37703,2022,3495707885,938900681,242179246,0,0,0,1709287075,0,64322191,0,10915406,229597658,1555384014,101492453,465008119,15744510,2335737734,0,0,0,2351482244,"42003",NA,50,"42","003",NA,"00000",0,"A","Pennsylvania",1250585
"264","OH","cuyahoga county",36874,2022,1790424922,1096276577,157082563,0,13133230,0,248055881,10852862,0,87108546,34786484,196452418,490203908,22163452,841382253,159780012,1390422019,0,0,0,1550202031,"39035",NA,50,"39","035",NA,"00000",0,"A","Ohio",1264813
"265","MI","oakland county",34282,2022,823708772,280845428,376154998,0,0,0,69207954,0,0,400265102,17039018,467881570,122072431,882457,318482188,10806463,898512183,0,0,0,909318646,"26125",NA,50,"26","125",NA,"00000",0,"A","Michigan",1274395
"266","MN","hennepin county",1266941,2022,3974190169,1758096657,555563684,0,0,0,1282413828,0,141031543,0,153358667,1913005143,613669682,74429704,1168703738,56926049,3712882218,445078043,0,0,3769808267,"27053",NA,50,"27","053",NA,"00000",0,"A","Minnesota",1281568
"267","TX","travis county",38645,2022,2193577570,1061054475,382030994,0,0,0,0,39569661,650170983,0,46014831,134683408,63193118,33723357,811489813,167498286,875591410,0,0,0,1043089696,"48453",NA,50,"48","453",NA,"00000",0,"A","Texas",1290209
"268","OH","franklin county",196354,2022,1134673000,444289000,333895000,0,27203000,3566000,235764000,0,0,79476000,71033000,169591000,474271000,20515000,896013000,204711000,1355679000,9905000,0,1389000,1560390000,"39049",NA,50,"39","049",NA,"00000",0,"A","Ohio",1323800
"269","NY","nassau county",43010,2022,14209896000,4132917000,731113000,0,0,23011000,49644000,135249000,6777227000,0,460423000,375989000,602232000,136542000,2689070000,780584000,3023249000,0,0,0,3803833000,"36059",NA,50,"36","059",NA,"00000",0,"A","New York",1395777
"270","FL","orange county",32251,2022,3343687424,1126022767,662386311,0,85077157,1460000,1058941820,0,81132926,0,95319372,1095983342,282660878,256297678,1825930149,438692432,3022179615,0,0,0,3460872047,"12095",NA,50,"12","095",NA,"00000",0,"A","Florida",1429901
"271","FL","hillsborough county",32237,2022,3375581000,1336210000,595303000,0,0,115349000,1040344000,0,142427000,0,63989000,828163000,231422000,145952000,1787331000,377801000,2615067000,326215000,11553000,26352000,2992868000,"12057",NA,50,"12","057",NA,"00000",0,"A","Florida",1459773
"272","FL","palm beach county",1266402,2022,3594364662,832849491,307663661,0,0,22019258,1539693692,0,395323262,0,235370539,802835910,443824407,57923899,2017963740,663043765,2659504191,0,0,0,3322547956,"12099",NA,50,"12","099",NA,"00000",0,"A","Florida",1492198
"273","NY","suffolk county",36008,2022,8777884761,1859208258,1060478347,0,0,0,48109340,177784424,4723930000,0,387384559,479661774,605742456,121331254,2791928523,952974194,3045689813,0,0,0,3998664007,"36103",NA,50,"36","103",NA,"00000",0,"A","New York",1525936
"274","CA","sacramento county",1267172,2022,4539311000,2194599000,757014000,0,0,22151000,403532000,0,147206000,0,151290000,861269000,1655414000,85848000,1491756000,826010000,3268277000,0,0,0,4094287000,"06067",NA,50,"06","067",NA,"00000",0,"A","California",1585046
"275","CA","alameda county",149446,2022,3481817000,1216110000,1057814000,0,3293000,0,542754000,0,64962000,320915000,103652000,632141000,2303950000,8188000,904577000,455947000,3392909000,0,0,0,3848856000,"06001",NA,50,"06","001",NA,"00000",0,"A","California",1682331
"276","MI","wayne county",40867,2022,2118429006,650895961,623396057,0,0,148582000,563847992,0,75074340,0,22336965,222741017,337568178,23092951,530080085,266686968,846795263,0,0,0,1113482231,"26163",NA,50,"26","163",NA,"00000",0,"A","Michigan",1793549
"277","CA","santa clara county",31546,2022,10216977000,3155065000,2188366000,0,0,0,2989893000,0,867326000,0,420151000,3395405000,2528356000,22550000,2229129000,943343000,7232097000,0,0,0,8175440000,"06085",NA,50,"06","085",NA,"00000",0,"A","California",1936274
"278","FL","broward county",68695,2022,8022241000,5337269000,461209000,0,65935000,0,1505308000,0,312736000,0,148085000,1327865000,578510000,174812000,1956083000,810825000,3226445000,0,0,0,4037270000,"12011",NA,50,"12","011",NA,"00000",0,"A","Florida",1944376
"279","TX","bexar county",38615,2022,3217678883,2526616357,431377495,0,0,0,0,55969325,187140419,0,55473211,107555363,127758272,111967646,651872892,120599087,878555086,0,0,0,999154173,"48029",NA,50,"48","029",NA,"00000",0,"A","Texas",2009322
"280","TX","tarrant county",38644,2022,1200856000,417551000,462047000,0,0,0,28589000,0,222716000,0,50152000,166954000,195772000,5105000,528173000,135004000,761000000,3506000,49000,0,896004000,"48439",NA,50,"48","439",NA,"00000",0,"A","Texas",2110608
"281","CA","san bernardino county",31709,2022,3614078000,176999000,937837000,0,0,1096000,1065771000,0,0,0,283861000,1153235000,3015767000,14213000,1415229000,1020213000,4578231000,0,0,0,5598444000,"06071",NA,50,"06","071",NA,"00000",0,"A","California",2181662
"282","NV","clark county",82176,2022,9487340495,5245091995,884775706,0,0,4050000,1909884763,0,724613280,24683415,307613570,2217084470,1101834682,291658726,2673910621,1301638698,4982849801,0,0,0,6284488499,"32003",NA,50,"32","003",NA,"00000",0,"A","Nevada",2265469
"283","WA","king county",42969,2022,7371622000,4788668000,1086659000,0,144319000,1733000,230533000,479882000,92158000,0,212673000,2098228000,931546000,90617000,2387676000,688676000,4819081000,0,0,0,5508067000,"53033",NA,50,"53","033",NA,"00000",0,"A","Washington",2269667
"284","CA","riverside county",149444,2022,7049200000,2017614000,1973941000,0,0,87715000,1289767000,1509000,192288000,0,316278000,1947580000,2687567000,38195000,1094744000,444447000,5323639000,0,0,0,5768086000,"06065",NA,50,"06","065",NA,"00000",0,"A","California",2418177
"285","TX","dallas county",38622,2022,1211575,260310,471456,0,0,0,246648,0,194549,0,36439,164341,300933,0,687868,102303,1050839,0,0,0,1153142,"48113",NA,50,"48","113",NA,"00000",0,"A","Texas",2611491
"286","FL","miami-dade county",69702,2022,29220400000,19234221000,1956925000,0,214829000,132064000,3979267000,0,734469000,0,1042356000,5544139000,1865239000,376504000,4237237000,1295021000,10728098000,0,0,0,12023119000,"12086",NA,50,"12","086",NA,"00000",0,"A","Florida",2701762
"287","CA","orange county",31700,2022,5472509000,642794000,994260000,0,380974000,79978000,2048680000,0,233049000,0,181364000,1002675000,3187387000,131253000,1323281000,1383660000,4260936000,0,0,0,5644596000,"06059",NA,50,"06","059",NA,"00000",0,"A","California",3186979
"288","CA","san diego county",31710,2022,5680147000,888627000,1535468000,0,1700000,0,2246673000,0,71147000,0,138845000,677961000,3737998000,109343000,1501930000,686239000,5340993000,0,0,0,6027232000,"06073",NA,50,"06","073",NA,"00000",0,"A","California",3298635
"289","AZ","maricopa county",31617,2022,3610787387,0,1051665015,0,0,0,1626366174,0,1045980,49909693,0,323347951,632094057,24506537,2065937223,511655488,2534230280,0,0,0,3045885768,"04013",NA,50,"04","013",NA,"00000",0,"A","Arizona",4420574
"290","TX","harris county",1265423,2022,10592080708,5078542295,1265164404,0,35885505,191525000,0,253423134,3922333666,0,52367328,1133498865,739587885,300869189,2305186703,-111346194,4590488836,808931881,0,0,4479142642,"48201",NA,50,"48","201",NA,"00000",0,"A","Texas",4731129
"291","IL","cook county",1035781,2022,19531125441,2838654626,2582456775,0,0,6188000,10837262892,0,1978062391,0,115773815,4616566128,549073171,165136113,2654204968,1103925001,6881055379,4249517316,243194164,9604948,7984980380,"17031",NA,50,"17","031",NA,"00000",0,"A","Illinois",5275522
"292","CA","los angeles county",31687,2022,54844462000,3302776000,8634894000,0,0,267513000,7030463000,0,26997560000,0,2307992000,8919332000,14397928000,42507000,9966810000,2338688000,30987889000,1887458000,0,47000,33326577000,"06037",NA,50,"06","037",NA,"00000",0,"A","California",10014042
